%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
23,-6.6038,3.675,24.203,29.613,44.961,48.535,32.995,16.109,24.058,25.24,57.963,51.924,63.192,62.083,67.367,53.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,13.23,17.522,46.85,30.905,59.048,57.286,59.675,32.93,33.059,32.25,52.868,36.921,66.243,60.04,73.381,54.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,12.065,1.3709,43.498,17.199,55.136,58.039,1.3588,61.756,38.061,28.261,41.775,15.917,52.296,34.998,65.396,37.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,-3.1001,0.21911,41.146,37.49,72.223,71.792,39.043,79.581,40.062,24.271,86.681,25.913,75.349,31.956,70.41,28.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,12.734,12.068,28.794,34.78,60.31,59.544,49.725,12.404,56.063,16.28,92.586,24.908,73.4,19.911,70.424,20.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,-4.4293,-6.082,15.444,18.071,34.398,37.298,35.408,-12.773,37.064,6.2889,79.493,31.902,57.451,37.866,64.437,18.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,-32.594,-14.232,24.093,20.36,17.485,16.051,55.091,21.049,5.0626,11.297,69.398,55.896,54.501,68.822,67.448,38.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,-48.757,-5.3808,31.743,25.649,4.5724,10.805,66.773,52.869,-16.937,27.305,59.302,34.889,31.551,54.776,59.459,32.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,-38.918,-35.529,16.395,5.9372,0.66048,6.5599,6.4567,37.693,-30.935,16.314,17.208,28.882,6.6027,39.731,22.47,-8.3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,-18.079,-31.676,27.049,13.226,18.75,21.316,43.143,60.522,-17.933,17.324,29.115,36.876,24.656,54.688,0.482,-29.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,29.761,4.1779,68.703,32.516,49.839,55.073,67.83,67.347,34.069,34.335,55.022,47.871,48.708,67.645,8.4932,-24.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,10.601,0.03246,44.357,7.8048,32.929,28.831,18.517,26.172,44.07,31.346,40.928,38.867,24.759,47.603,13.504,-16.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,-16.559,-16.113,21.011,18.093,17.018,18.588,3.2016,47.001,19.07,4.357,12.832,32.864,9.8085,33.56,2.5143,-25.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,18.28,10.741,43.665,32.38,38.106,41.345,57.885,42.827,26.068,21.366,-0.2635,24.86,10.857,30.518,-10.477,-41.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,-11.881,10.594,38.321,23.665,50.194,47.102,27.57,39.652,27.067,30.376,19.641,20.855,28.906,35.475,-2.4678,-40.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,-15.041,-10.552,28.977,-4.0505,45.283,46.86,27.254,22.478,15.068,27.388,13.546,6.8497,15.955,28.432,9.5423,-33.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,5.8,8.3027,30.634,4.2345,55.372,57.619,37.941,76.306,5.0699,38.401,31.452,30.845,44.004,51.391,27.553,-14.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,16.642,10.159,39.292,2.52,51.463,48.38,34.627,67.136,27.072,51.413,64.357,27.842,63.055,44.35,41.562,1.8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,-12.513,-0.98223,16.951,-16.194,39.556,45.143,22.317,-12.034,34.074,24.427,67.264,16.839,57.106,22.309,41.571,-0.11116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,6.33,28.877,28.612,-12.909,63.648,65.906,59.007,18.797,39.077,17.441,84.171,34.835,86.156,42.268,52.582,22.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,21.175,29.737,55.276,-26.624,60.741,60.671,50.699,23.628,51.082,28.456,78.081,31.832,74.207,41.227,60.596,42.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,5.0227,8.5988,38.942,-41.338,32.836,37.438,17.394,29.46,20.088,14.471,34.993,22.83,29.262,23.188,39.611,18.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,-7.1299,-0.53894,21.609,-25.053,32.932,33.206,34.09,75.292,-14.906,18.487,26.907,25.829,24.317,25.15,16.624,-8.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,-9.284,14.322,36.276,-4.7701,45.026,50.972,14.783,32.121,7.0982,30.5,23.817,-0.17468,16.368,2.1103,0.63511,-25.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,1.5611,21.183,46.941,6.5118,50.118,54.738,36.476,39.954,17.1,14.514,38.724,-6.1784,21.418,2.0698,-1.3574,-33.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,1.4053,21.043,55.606,22.792,72.21,75.504,70.17,83.789,34.101,31.528,68.631,12.817,56.465,35.028,18.649,-28.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,32.249,44.903,72.273,18.07,88.301,94.27,44.861,26.621,74.102,62.541,33.539,16.813,45.514,32.987,28.655,-29.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,23.094,19.763,39.941,-18.653,63.393,63.036,18.555,7.4528,49.105,35.555,15.445,18.809,19.563,16.946,18.662,-38.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,7.9398,15.624,49.611,-11.376,66.485,69.804,32.252,54.286,38.109,33.57,23.354,7.8058,25.613,14.906,2.67,-47.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,25.785,29.486,66.282,-5.0979,73.579,79.574,54.95,27.121,52.115,37.586,25.265,-3.1975,34.663,15.867,-1.3216,-47.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,48.632,27.35,81.954,6.1804,89.674,89.345,70.648,24.957,66.12,45.603,50.175,17.8,67.713,40.828,19.687,-29.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,41.48,33.214,76.627,10.456,78.769,83.118,36.344,10.793,79.125,51.621,58.084,9.7975,70.762,36.79,42.694,-16.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,16.328,25.079,55.301,19.732,55.865,57.891,60.043,24.631,48.13,28.639,71.994,-6.206,50.812,11.751,43.7,-32.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,26.177,27.946,53.977,17.006,41.962,40.665,76.742,45.469,11.136,8.6566,57.904,-27.21,19.862,-12.287,19.705,-65.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,29.028,15.814,54.655,14.28,42.059,51.441,54.442,26.308,-17.857,3.6752,4.816,-31.213,-6.088,-19.325,-21.289,-92.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,33.88,42.683,58.333,42.553,69.156,72.217,-21.858,20.145,-4.8505,16.694,-10.273,-32.216,-17.038,-17.362,-48.282,-87.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,55.73,61.552,46.011,53.825,80.253,86.994,2.8437,1.9834,2.1561,0.7137,-13.363,-43.218,-26.987,-33.399,-57.276,-85.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,61.582,65.423,62.691,40.097,81.351,88.772,26.546,37.824,16.163,-4.2668,-7.4512,-35.219,-25.936,-36.435,-47.27,-81.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,29.434,26.294,53.372,24.367,54.449,53.551,9.2467,-4.3349,9.1686,-12.248,-22.541,-36.221,-52.887,-47.472,-44.266,-88.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,18.286,10.166,35.054,17.635,40.547,49.331,-32.051,4.5062,-10.826,-27.229,-39.631,-30.223,-77.839,-51.51,-61.261,-94.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,15.139,32.038,37.736,28.903,68.646,75.112,-6.3484,55.349,-10.819,-5.2086,-22.72,1.7764,-35.791,-7.5458,-51.256,-66.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,43.992,44.91,61.42,44.169,89.744,92.893,55.355,43.194,24.186,33.812,11.192,15.776,5.258,22.42,-11.251,-29.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,58.846,56.783,88.105,46.435,94.842,103.67,68.058,33.04,61.192,51.832,63.103,52.776,49.306,61.385,44.753,10.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,64.702,54.658,106.79,28.701,100.94,103.46,109.76,89.884,87.196,85.853,112.01,91.778,97.354,106.35,102.76,62.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,69.557,69.533,128.48,31.965,113.04,114.24,102.47,101.73,117.2,108.87,145.93,103.78,122.4,116.32,142.76,107.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,77.414,61.407,111.17,12.227,101.14,102.03,123.17,43.57,127.21,91.893,137.84,84.778,110.45,95.284,143.77,115.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,44.272,37.283,73.862,6.4891,78.239,73.811,97.882,53.412,95.214,64.915,83.75,63.777,70.497,73.248,102.77,89.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,42.131,35.162,62.556,-15.248,53.341,54.6,30.59,6.2586,41.221,40.936,42.663,34.777,29.545,38.214,52.773,41.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,9.9908,6.042,52.25,-47.987,29.442,28.388,28.298,-23.892,9.2272,8.9577,23.575,8.7776,8.5913,9.18,20.775,2.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,6.8506,8.9218,54.945,-47.727,29.543,27.177,28.008,-13.044,-20.767,-10.021,-21.513,-22.224,-29.364,-21.856,-3.2258,-27.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,12.71,6.8016,38.641,-57.469,16.644,18.967,-15.281,-31.195,-32.762,-25,-38.602,-46.225,-53.319,-49.891,-24.227,-55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,19.571,-8.3179,38.339,-52.211,8.7452,5.7582,6.429,1.6555,-33.757,-38.977,-24.69,-24.226,-43.274,-39.926,-32.229,-64.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,-11.566,-6.436,40.038,-44.954,0.84764,-1.4489,4.1397,20.505,-24.751,-34.955,-21.779,-11.228,-53.23,-41.962,-33.232,-58.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,0.29639,-5.5518,37.739,-41.697,6.9504,9.3455,18.853,17.355,-10.745,-25.931,12.132,2.77,-16.185,-13.996,-11.234,-22.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,-4.8412,-8.6673,24.442,-54.442,3.0536,-1.8592,14.566,-32.795,12.263,-18.907,21.045,-12.232,-1.1403,-12.031,9.7644,-0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,-16.978,-13.782,24.145,-53.188,-3.8421,-1.0621,37.28,0.05763,1.2699,-19.882,23.959,9.7685,5.9051,12.937,22.763,13.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,-1.116,-15.897,24.848,-62.937,-1.7386,-3.2645,20.995,0.91196,8.2766,8.1425,35.871,23.768,28.95,36.904,36.759,21.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,-41.253,-33.012,-0.44717,-76.687,-21.635,-23.466,14.71,3.7653,5.2834,-3.8322,17.783,36.768,23.994,50.871,43.754,27.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,-49.39,-35.125,0.2593,-73.439,-20.531,-17.667,29.425,24.619,4.2902,8.1937,24.695,42.767,37.038,60.838,49.748,28.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,-28.527,-25.238,2.9678,-60.192,-20.428,-23.867,22.141,12.474,2.2966,9.2188,53.607,42.765,59.081,58.805,68.742,33.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,-4.6616,-12.35,-4.321,-45.946,-9.324,-7.0668,37.86,54.33,0.30311,13.244,59.519,40.764,64.124,57.771,83.735,36.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,3.2029,11.538,12.391,-39.701,9.7788,17.734,26.579,59.185,-2.6895,36.267,64.432,48.762,53.167,60.736,83.727,35.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,28.068,29.428,35.105,-42.458,35.882,37.536,-0.70096,18.041,-14.682,43.291,67.346,54.759,39.21,55.701,82.719,30.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,40.936,40.319,40.821,-34.216,44.985,54.339,20.021,55.897,-18.675,46.316,27.259,46.756,28.252,53.666,67.711,16.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,55.806,47.212,53.539,-28.973,59.091,65.145,21.745,43.754,16.332,57.341,43.174,54.755,53.294,68.634,57.703,5.2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,37.675,29.107,40.259,-28.733,51.197,51.952,20.468,15.614,44.339,58.366,50.087,51.754,58.335,65.601,59.694,6.2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,28.544,43.003,40.98,-6.4938,56.303,63.761,23.192,38.473,56.346,60.392,32.001,39.753,38.377,50.569,47.685,-2.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,22.414,26.899,39.701,-23.256,48.41,51.572,27.918,57.334,46.354,52.42,30.917,69.753,38.419,66.538,36.678,-0.65611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,29.287,30.798,43.425,-15.018,53.519,60.384,22.645,82.198,39.363,65.449,42.833,70.754,53.462,78.51,40.671,5.3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,60.16,56.697,57.152,7.2191,62.627,70.198,46.374,97.065,57.373,71.479,50.749,55.756,54.505,65.481,50.662,6.4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,57.034,56.597,70.881,-7.5458,50.736,50.013,63.103,51.93,61.383,41.509,78.663,45.756,62.546,55.45,55.651,-4.5532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,25.907,52.498,44.61,-17.313,38.844,45.828,16.832,20.793,53.392,27.537,49.574,46.755,39.585,49.417,45.637,-16.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,36.781,42.401,36.34,-16.081,40.953,46.645,43.562,28.659,33.4,46.566,48.485,46.752,36.622,55.383,41.62,-14.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,32.656,40.302,42.071,-4.8521,41.061,46.461,71.291,45.525,23.408,53.594,50.396,72.75,48.66,76.35,49.603,-2.4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,51.531,65.205,61.803,27.375,74.168,89.279,35.021,95.392,37.415,89.621,51.31,87.749,57.698,91.318,56.587,6.5613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,102.41,92.11,86.54,39.6,107.28,115.1,28.754,95.259,41.424,112.65,61.223,80.748,60.736,91.286,56.571,10.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,66.286,83.016,81.278,43.824,101.39,111.92,49.487,64.128,32.432,104.68,45.137,71.747,49.773,82.254,47.554,2.6255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,89.164,107.92,91.018,64.048,119.5,132.74,72.221,80,61.44,111.71,70.051,82.748,77.811,95.224,54.537,12.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,105.04,110.83,107.76,39.27,128.61,134.57,84.956,79.872,97.448,122.74,97.964,86.748,95.846,108.19,74.519,46.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,82.923,83.74,88.501,19.49,104.72,115.39,88.693,41.742,104.46,110.77,61.878,70.746,80.883,92.163,77.501,63.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,89.804,83.651,104.25,30.708,113.83,123.22,87.432,85.612,109.47,102.81,93.792,108.74,116.92,125.13,92.482,85.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,66.686,78.562,73.994,35.923,106.94,109.05,55.169,81.484,123.47,118.84,92.706,96.742,105.95,110.1,95.462,93.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,47.568,69.473,44.742,28.137,79.052,87.879,42.908,52.357,88.482,81.868,54.62,69.741,69.988,74.071,69.441,68.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,72.45,70.385,78.492,20.35,88.163,91.709,68.648,23.232,81.49,70.901,72.535,86.74,76.022,79.041,50.418,40.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,59.333,85.298,74.244,17.561,100.27,105.54,64.391,56.109,91.498,82.933,89.45,97.74,93.056,98.011,59.396,42.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,72.217,91.213,66.998,21.769,105.39,113.37,65.135,89.985,100.51,112.96,94.364,91.738,98.089,104.98,67.373,56.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,73.101,94.127,67.753,24.974,109.5,110.21,42.878,90.862,104.52,119,89.278,93.737,96.122,102.95,68.349,71.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,80.986,101.04,66.509,22.18,98.609,107.04,91.622,41.74,86.523,112.03,69.192,84.736,68.153,91.92,63.324,75.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,56.87,57.96,61.265,-1.6166,76.719,83.877,36.366,30.62,48.528,100.06,47.106,80.735,45.183,87.888,48.297,65.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,58.756,54.877,60.024,24.586,98.829,103.71,21.11,75.502,48.533,108.09,45.021,77.734,56.212,91.857,29.27,43.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,73.643,74.796,68.786,33.786,102.94,113.55,56.856,53.383,76.539,112.12,33.935,43.732,53.243,64.827,10.243,13.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
114,59.53,74.715,71.549,44.983,97.048,102.39,66.604,56.264,87.544,92.155,50.849,53.731,79.272,70.796,14.214,9.1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,73.416,82.635,86.314,52.178,108.16,115.22,81.352,76.146,112.55,101.19,65.763,71.728,85.301,80.765,32.185,21.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,40.306,63.557,64.083,35.372,83.269,92.065,68.102,86.029,112.56,101.22,48.677,55.725,47.329,59.734,23.155,10.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,0.19612,29.481,10.852,10.566,48.382,52.909,25.853,64.914,76.564,76.253,15.592,51.723,31.358,48.704,-0.87579,-6.7899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,25.085,31.405,32.624,24.757,39.494,53.753,54.606,28.8,60.572,61.287,10.507,58.722,31.387,52.675,-7.9073,-3.7566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119,29.975,38.33,62.397,13.947,37.607,48.599,25.359,31.685,68.58,48.321,39.422,53.721,51.416,54.646,16.061,17.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,35.866,22.255,48.172,13.135,30.72,37.446,11.111,39.572,67.588,37.357,52.336,44.72,51.443,48.618,40.028,25.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,24.758,24.182,40.95,30.322,11.833,24.294,30.866,36.461,53.596,28.392,45.251,45.719,33.471,38.591,41.994,16.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,-7.3492,10.108,17.729,23.507,-0.05388,7.144,21.623,52.351,28.604,31.428,43.165,23.719,19.498,21.563,22.96,-7.6222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,12.545,6.0376,23.511,11.69,1.0607,10.996,4.3831,27.241,16.612,36.463,9.0799,17.719,-2.4761,18.535,-3.0749,-20.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,11.441,23.969,28.296,20.872,2.1771,16.851,12.144,40.134,-2.3783,41.5,-9.0053,27.717,-5.4507,23.508,-15.109,-15.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,23.338,22.902,24.083,9.0525,-9.7064,-1.2922,11.906,18.028,-20.369,29.537,-1.088,23.716,-3.4244,14.481,-12.144,-2.5178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,20.236,18.836,14.872,3.2315,-15.589,-3.4341,29.667,-8.0774,-22.36,2.5747,6.8297,21.715,3.6021,6.4543,-7.1789,-0.48402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,27.134,27.772,41.663,17.409,-2.4725,9.4254,4.431,23.822,11.65,18.613,13.747,37.715,11.628,19.428,-2.2149,2.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,24.031,10.707,15.455,15.584,-21.357,-12.715,-26.805,44.719,1.66,20.652,-3.335,34.714,-13.347,13.401,-10.251,7.5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,-12.069,7.6438,-18.75,24.757,-39.239,-22.853,-18.036,26.615,-18.329,11.691,-22.416,24.713,-31.321,4.3755,-26.287,8.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
