%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
11,0.72,68.89,-64.41,-63.4,-2.787,-7.87,-18.11,-39.27,-20.93,26.13,60.81,23.78,58.06,49.72,40.05,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-5.786,52.59,-72.38,-114.4,-14.61,-1.918,-16.12,-36.01,-17.14,5.711,39.35,-3.853,44.24,45.68,22.64,20.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-6.931,34.9,-108.7,-76.3,-32.41,-18.12,-40.15,-42.54,-0.5669,-3.276,22.56,-19.56,19.73,28.02,5.565,1.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-22.43,14.7,-110.5,-30.09,-29.23,-55.11,-44.45,-38.68,-17.07,-6.477,26.65,-21.23,0.8704,9.175,-3.209,-12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-40.66,4.682,-95.02,-38.55,-34.87,-71.47,-40.31,-24.13,-58.89,-18.66,22.65,-31.38,-20.37,-9.979,-9.315,-21.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-46.96,-3.528,-96.66,-34.38,-51.13,-60.68,-47.2,-28.79,-61.07,-28.04,22.5,-39.67,-33.37,-22.75,2.812,-19.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-27.57,-18.79,-61.69,-16.42,-19.66,-25.28,-31.16,-38.74,0.4923,-32.94,57.82,-25.47,-25.56,-23.7,33.86,-11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,9.44,-23.72,-10.02,5.238,36.18,15.6,-11.23,-26.93,56.25,-37.59,88.45,1.544,-21.94,-27.63,48.66,-6.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,27.08,-15.41,-2.28,36.17,50.34,29.14,-5.403,-1.032,74.17,-21.73,117,51.1,-2.52,-13.54,76.62,32.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,53.3,11.04,7.491,21.3,65.75,45.69,24.71,20.79,95.17,-5.798,172.1,104.2,38.41,21.88,129.3,77.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,93.95,34.98,17.14,-23.52,88.14,49.13,38.32,8.236,83.71,-38.61,161.9,77.68,20.47,7.619,107.5,44.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,58.35,6.726,-35.44,-37.14,37.91,-14.88,-12.72,-36.75,3.723,-81.17,57.05,-7.497,-44.24,-47.19,11.24,-30.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,-22.84,-30.43,-82.78,-41.76,-33.87,-66.1,-60.11,-56.16,-52.18,-73.78,-9.657,-42.24,-59.87,-56.81,-38.17,-61.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,-33.27,-13.97,-68.43,-44.84,-31.64,-58.5,-62.86,-48.31,-36.38,-52.29,2.424,-32.3,-40.77,-38.16,-33.17,-52.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,-11.69,10.14,-59.56,-33.07,-1.683,-67.23,-52.86,-54.05,-11.84,-47.33,15.47,-25.37,-27.63,-32.95,-30.6,-41.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,-22.23,18.84,-66.07,-33.65,4.1,-64.18,-33.63,-53.16,13.98,-30.09,16.27,-3.627,-2.98,-16.97,-20.65,-29.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,-27.13,37.35,-64.53,-37.55,6.32,-15.02,-16.58,-42.82,37.16,-18.7,27.83,14.46,7.284,-8.922,-7.87,-22.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,-26.16,28.24,-75.85,-40.19,-0.3252,-14.23,-38.27,-58.85,-8.379,-43.05,30.98,0.909,-18.11,-30.84,-15.55,-24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,-45.03,-7.856,-71.03,-71.89,-12.15,-61.42,-67.35,-67.83,-64.7,-54.4,18.92,-5.298,-26.51,-32.48,-16.92,-23.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,-49.91,-1.065,-52.11,-86.02,4.047,-63.69,-45.09,-40.36,-26.13,-36.35,22.48,7.977,-7.404,-9.095,6.728,-11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,-34.04,19.68,-76.55,-52.88,13.42,-42.61,-15.72,-37.07,16.77,-51.38,33.05,3.394,-14.47,-13.14,21.98,-11.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,-35.18,-11.64,-93.24,-33.18,-10.19,-40.38,-37.43,-67.07,-15.24,-87.64,12.81,-15.96,-41.66,-36.17,11.18,-27.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,-34.43,-38.66,-53.98,-8.591,-3.146,-26.93,-50.54,-53.91,-23.44,-81.76,-5.377,-14.07,-41.29,-40.18,5.446,-27.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,-1.354,-13.86,-27.81,38.2,29,-8.544,-18.42,-18.45,14.47,-65.93,15.28,8.158,-26.86,-31.75,17.73,-17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,24.66,5.545,-23.79,30.5,28.84,-6.286,0.8745,-33.31,21.2,-79.18,28.56,17.14,-26.75,-29.34,17.5,-23.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,24.24,3.169,6.326,15.7,37.05,0.5252,1.65,-46.59,11.06,-80.73,15.03,10.72,-22.92,-30.95,0.5932,-23.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,31.54,12.65,26.32,44.8,61.04,5.629,11.25,-26.31,14.85,-65.95,8.404,11.59,-14.09,-30.02,-5.108,-11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,38.5,19.29,-8.787,12.38,42.8,-7.214,7.119,-43.19,0.1785,-68.23,5.649,10.1,-23.5,-31.33,-3.108,-17.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,20.34,12.44,-62.82,-32.12,15.49,-19.95,-12.34,-70.3,-20.12,-70.75,0.127,-4.673,-35.41,-39.09,-8.296,-33.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,-1.508,13.86,-77,5.117,9.827,-34.52,-20.72,-49.86,-4.067,-68.1,-3.498,-21.9,-33.19,-42.29,-14.22,-38.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,-19.05,15.72,-48.92,-12.87,-9.015,-65.43,-26.89,-43.48,-2.001,-84.87,-27.44,-52.95,-40.47,-38.58,-25.24,-39.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,-47.67,0.2023,-27.83,-71.42,-19.79,-92.5,-43.03,-69.67,-54.35,-91.79,-59.18,-89.81,-56.01,-39.54,-38.68,-46.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,-64.21,-15.95,-34.97,-19.55,-5.181,-95.79,-47.69,-77.13,-81.79,-68.94,-62.49,-92.17,-54.77,-43,-35.01,-50.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,-52.21,-17.85,-49.1,13.79,-11.15,-88.4,-43.84,-75.59,-54.87,-62.79,-61.05,-76.1,-52.31,-44.14,-32.21,-53.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,-41.84,-17.8,-57.8,-45.53,-28.44,-81.53,-59.39,-74.04,-31.66,-71,-65.54,-65.13,-53.51,-37.85,-37.7,-41.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,-29.77,-13.13,-60.25,-29.86,-12.54,-67.32,-59.83,-63.62,-19.22,-61.12,-43.22,-33.23,-31.06,-14.74,-14.99,-0.4967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,2.708,5.522,-60.25,29.92,7.05,-53.16,-23.19,-67.12,-10.46,-62.24,-16.76,-1.477,-7.877,1.699,15.41,34.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,16.99,10.68,-57.73,3.549,-2.331,-49.26,-20.51,-73.91,-1.308,-74.24,-15.58,-7.788,-16.98,-12.53,11.3,32.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,1.372,-8.61,-45.33,-32.72,-9.819,-54.04,-59.99,-65.31,6.312,-77.58,-21.6,-25.96,-36.06,-32.33,-0.7127,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,-5.692,-17.29,-48.41,-25.47,-2.679,-79.14,-71.3,-66.58,-29.21,-97.87,-39.35,-40.45,-43.04,-36.93,-3.593,11.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,-1.653,-1.585,-73.69,-38.39,2.345,-98.35,-54.97,-72.47,-61.35,-99.52,-59.11,-49.45,-32.41,-31.59,-8.015,12.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,6.044,18.55,-68.05,-51.37,3.233,-69.66,-38.48,-67.18,-29.26,-58.25,-45.23,-32.41,-12.33,-23.05,-3.117,15.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,21.26,26.07,-45.98,-22.65,-5.092,-38.57,-24.44,-67.28,-1.668,-51.76,-22.92,-10.62,-8.067,-23.71,5.674,8.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,31.93,23.68,-61.71,-12.55,-9.452,-44.98,-25.62,-58.81,-1.161,-69.98,-21.24,-12.07,-11.26,-29.95,6.062,-1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,33.89,24.13,-64.61,-37.84,9.496,-55.88,-37.87,-41.83,-11.66,-53.42,-21.33,-17.78,-4.797,-27.11,7.024,-0.3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,36.72,24.92,-29.52,-25.54,24.33,-53.67,-46.16,-53.2,-36.56,-51.29,-16.66,-9.32,2.392,-16.43,12.89,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,54.46,29.2,-26.89,18.12,20.73,-35.35,-43,-67.18,-0.3434,-64.16,-13.45,11.25,15.74,0.0322,22.8,34.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,79.64,45.44,-40.09,35.99,20.69,-16.57,-24.66,-58.31,60.35,-38.81,-15.22,25.01,27.88,9.034,31.08,50.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,80.87,56.53,-8.706,30.63,28.61,-17.87,-13.48,-61.6,44.03,-27.38,-18.44,19.01,21.92,1.411,38.64,42.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,73.7,62.63,12.38,3.036,36.01,-2.885,-19.78,-72.38,29.83,-59.31,-16.59,13.87,20.95,1.367,54.17,42.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,82.36,76.03,-17.77,-23.3,32,25.96,-16.12,-69.61,36.15,-69.87,-25.23,17.13,28.69,8.868,59.05,46.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,80.83,76.91,-22.55,3.808,24.48,20.5,0.9744,-70.58,9.775,-50.76,-33.56,18.65,26.68,6.829,52.66,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,76.27,69.28,16.97,38.25,30.59,3.982,8.282,-76.39,7.7,-42.22,-15.01,29.2,33.39,12.6,66.51,49.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,93.01,78.71,17.91,37.74,26.78,2.053,11.67,-73.21,4.518,-41.96,-1.829,48.11,52.64,24.59,82.62,63.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,105.1,96.24,-9.807,53.01,5.465,4.072,31.53,-58.07,-20.92,-29.27,-8.459,59.78,65.15,28.9,79.21,53.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,107.4,116.6,-4.281,64.77,-5.304,14.79,50.27,-44.49,4.298,-2.555,-1.412,63.06,78.42,41.39,84.33,57.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,120.8,139.7,-9.95,37.7,-7.179,15.98,43.55,-47.73,19.5,12.45,11.9,57.22,91.24,49.73,93.46,70.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,126.5,143.4,-38.92,28.72,-7.065,-6.565,30.81,-51.3,-4.215,3.791,16.54,49.67,92.59,40.69,86.31,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,108.4,129.8,-27.52,43.99,-3.554,-23.27,25.5,-51.71,13.41,7.212,20.34,51.76,94.71,50.34,84.22,50.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,90.03,114.1,-10.14,41.9,-0.1144,-28.12,7.306,-68.3,20.41,15.07,13.05,43.2,89.6,71.03,81.8,48.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,77.21,89.01,-37.82,31.52,-0.6384,-41.09,-22.1,-93.76,-12.04,-14.24,-1.426,14.57,65.35,64.06,60.41,27.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,58.21,72.49,-71.48,25.88,-24.59,-53.57,-33.82,-116.4,-4.131,-26.76,-1.445,8.445,58.22,57.87,55.47,25.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,49.77,83.12,-82,21.86,-46.39,-52.47,-27.44,-117.2,11.68,7.384,3.143,34.9,68.04,66.14,68.35,37.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,51.79,80.6,-68.17,4.606,-20.31,-51.99,-37.31,-94.61,-19.66,6.461,-9.326,34.17,42.36,48.8,46.44,7.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,39.58,51.41,-55.46,-16,2.739,-50.19,-62.76,-97.64,-43.35,-25.09,-34.16,-6.623,1.082,20.29,5.8,-30.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,23.25,33.47,-84.37,-11.44,-15.48,-37.62,-73.44,-115.4,-23.76,-28.3,-49.3,-30.3,-9.204,14.04,-8.481,-40.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,7.795,12.93,-111.4,-25.83,-26.56,-50.27,-89.34,-103.9,-4.639,-37.15,-46.66,-30.12,-15.49,7.572,-11.8,-46.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,-11.53,-24.59,-88.81,-52.55,-21.1,-89.73,-113.1,-98,-21.45,-52.73,-35.92,-39.33,-31.86,-7.385,-12.65,-51.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,-7.467,-36.94,-75.89,-18.2,-11.48,-95.88,-95.45,-110.1,-35.16,-41.12,-23.91,-48.47,-30.19,-11.26,-0.3254,-47.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,12.61,-27.96,-107.1,2.472,8.509,-66.02,-67.06,-108.3,-12.99,-35.58,-15.4,-46.62,-15.83,-6.144,10.91,-40.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,23.84,-27.2,-118.8,-29.53,16.27,-41.45,-78.44,-102.8,-8.007,-43.6,-7.152,-41.79,-8.145,0.5237,15.95,-36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,39.75,-22.56,-84.84,-13.4,12.09,-37.99,-84.39,-109.2,-37.46,-47.07,7.761,-32.23,-9.28,3.144,14.84,-39.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,45.56,-24.07,-68.9,3.248,18.56,-55.64,-70.97,-124.6,-38.07,-60.59,7.228,-34.95,-16.3,-0.2809,1.627,-45.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,23.9,-42.53,-87.84,-40.5,17.84,-72.23,-82.6,-131.1,-13.77,-67.33,-15.62,-58.52,-19.76,1.961,-6.795,-40.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,3.175,-46.28,-82.96,-42.5,9.147,-74.35,-104.5,-114.9,-18.52,-54.7,-23.24,-68.76,-16.56,8.23,-5.492,-35.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,-4.879,-31.99,-66.85,2.658,15.61,-69.79,-102.4,-99.43,-33.89,-54.89,-17.77,-63.1,-13.81,9.384,-9.718,-39.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,-3.7,-24.18,-81.85,-8.922,17.86,-60.31,-92.88,-98.76,-33.84,-66.13,-27.43,-72.37,-15.65,7.49,-11.42,-38.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,0.3434,-27.49,-95.58,-65.29,2.284,-67.98,-99.57,-107.7,-44.31,-67.22,-33.77,-91.24,-24.14,-1.468,-3.153,-36.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,-10.19,-41.09,-109.5,-67.45,-9.923,-91.14,-110.7,-120,-57.73,-72.1,-26.35,-101,-31.99,-9.861,9.391,-41.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,-19.14,-57.08,-144,-36.8,-19.51,-89.66,-105.5,-120.6,-42.58,-88.44,-17.2,-97.41,-28.8,-2.733,28.45,-29.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,-11.35,-64.78,-155.8,-80.7,-33.17,-84.25,-100.2,-136.9,-28.98,-100.1,-4.165,-88.58,-26.62,1.071,42.25,-14.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,-9.999,-76.67,-154.8,-122.8,-41.74,-101.4,-115,-169.3,-45.8,-102.4,-0.9444,-92.55,-38.12,-7.316,41.99,-17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,-12.21,-96.78,-162.3,-50.34,-40.78,-103.8,-125.9,-144.8,-57.48,-103.6,-6.705,-95.77,-44.64,-3.696,50.34,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,-2.49,-101.9,-121.4,16.8,-22.57,-90.24,-111.7,-88.08,-49.33,-105.5,0.7797,-81.71,-34.6,5.517,66.27,-5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,-3.442,-91.74,-79.69,-16.9,-8.27,-92.16,-94.08,-79.36,-47.04,-103.8,0.162,-77.57,-24.91,7.6,66.77,-2.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,-24.75,-82.49,-125.5,-67.27,-24.77,-102.6,-98.01,-88.56,-64.71,-98.72,-15.05,-88.03,-18.79,19.58,66.57,0.2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,-42.55,-66.18,-149.6,-65.31,-30.3,-115.2,-116.5,-81.27,-103.7,-95.26,-14.27,-89.82,-9.874,33.47,76.71,9.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,-45.09,-46.78,-91.12,-29.65,-21.44,-130.1,-126.7,-80.98,-112,-90.33,-5.475,-80.96,4.428,42.5,83.66,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,-34.34,-33.45,-86.71,0.0556,-44.73,-120.2,-115.4,-80.63,-55.55,-72.83,2.914,-61.29,33.72,65.32,92.57,34.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,-17.31,-9.581,-110.2,26.7,-43.48,-76.66,-83.1,-63.12,-28.35,-51.69,10.56,-50.99,52.95,76.15,91.99,27.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,-6.919,9.25,-24.81,53.25,14.15,-28.82,-42.85,-39.98,-51.06,-42.85,-2.387,-67.47,37.22,62.23,66.63,-1.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,1.242,6.202,93.47,92.72,49.32,7.838,-8.387,-16.41,-31.08,-36.45,-11.7,-70.33,27.67,66.89,53.77,-11.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,15.11,16.35,164.3,185.2,65.42,39.37,25.78,12.99,-11.05,-26.43,1.28,-51.25,38.14,77.9,63.35,-2.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,27.75,36.75,227.1,278.3,105.3,72.75,68.33,45.41,-28.63,-19.2,0.1039,-46.04,41.97,72.5,62.55,3.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,46.1,45.14,284.8,371.1,147.1,117.2,106.1,83.48,-1.958,-5.562,-5.523,-44.17,52.95,85.55,62.68,17.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,71.46,58.51,378.8,498.5,189.7,154.2,128.8,118.6,37.68,10.34,9.552,-40.84,56,92.42,68.95,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,81.69,56.41,507.3,519.4,220.3,156.2,148.3,126.9,27.75,13.08,14.93,-49.69,27.6,60.17,56.15,-8.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,81.14,34.96,568,497.7,221.4,155.9,169.4,136,8.287,18.13,7.251,-47.83,19.81,51.36,43.46,-12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,86.95,46.55,599,603.8,232.4,183.4,182,170.1,-7.212,32.5,13.22,-36.28,39.93,78.12,49.38,-10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,90.74,67.36,634.6,627.7,243.4,204.6,189.5,178.3,-3.341,36.07,24.83,-40,39.46,84.14,49.64,-23.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,86.3,59.01,611.5,551.6,231.1,206.8,200.6,161.6,37.88,36.45,25.2,-47.25,37.67,84.32,41.87,-12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,73.34,64.69,607,613.9,240.1,203.1,203.3,175.6,56.32,51.76,12.64,-50.18,53.97,102.2,41.95,12.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,55.09,89.23,615.3,647.5,250.9,187.6,189.1,195.3,32.66,66.28,0.0167,-53.9,63.84,111.2,43.93,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
114,53.08,99.96,530.2,520.8,223.5,186.1,179.8,185.9,16.73,63.12,4.177,-47.31,71.42,108.7,42.84,12.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,74.02,109.9,502.9,433,220.1,213.8,192,179.7,14.83,53.96,15.53,-31.06,82.89,105.9,48.22,22.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,96.06,122.4,601.4,453.5,258.9,225.2,203.3,194.1,13.82,54.16,24.13,-16,85.01,99.77,61.44,18.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,108.6,119.6,611.9,507.7,269.7,220.9,196.3,191.4,35.73,51.2,42.51,-1.131,79.35,93.73,68.73,13.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,119.5,105.1,510.1,484.7,247.3,230.6,189.6,159.8,79.42,30.93,61.73,15.52,72.96,84.94,68.35,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119,128.8,88.68,444.1,392.8,235.7,222.7,181.5,151.5,93.14,22.71,66.39,29.09,70.33,72.69,71.96,7.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,125.8,72.27,414.2,376.5,227.1,196.3,157.9,158.6,76.24,32.87,68,24.38,63.38,64.15,66.72,-6.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,108.5,51.02,335.2,342.2,192.4,182.6,142,118.1,58.77,12.24,59.21,-0.7384,38.55,53.42,42,-17.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,84.46,27.14,215.4,219.8,149.7,148.2,124.7,74.34,12.72,-14.9,30.75,-16.49,17.67,45.82,31.01,-25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,58.71,17.66,169,177.9,134.7,94.23,77.63,74.31,-22.41,13.64,15.4,-16.7,18.53,54.02,44.92,-27.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,36.33,25.18,185.5,150.8,124.2,74.33,56.31,66.35,10.91,44.54,15.17,-28.31,20.15,63.42,43.67,-30.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
